Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc,totalDistance,headshotRate,itemsUsed,playStyle
0.0,0.0,0.0,0,0,22.89,2,0,0,41,0,1,1,0.9925,1441,0.0,30,29,1508,0,0.0,0,0.0,0,0,156.6,2,0,0.0,156.6,0.0,0,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,2,75,1026,0,0,0.0,1978,0.0,49,48,0,0,0.0,0,0.0,0,0,274.3,1,1521,0.2917,274.3,0.0,2,Survivalist
0.0,0.0,0.0,0,3,245.3,2,0,2,19,0,2,1,118.0,1303,0.0,47,43,1512,0,13.26,0,0.0,0,0,2116.0,4,0,0.5217,2129.26,0.0,5,Aggressive
0.0,0.0,0.0,0,3,177.0,2,0,3,30,0,1,1,173.8,1382,0.0,24,23,1422,0,0.0,0,0.0,0,0,3035.0,5,0,0.7826,3035.0,0.0,6,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,0,81,0,0,0,0.0,1851,0.0,94,88,1537,0,0.0,0,0.0,0,0,58.85,2,0,0.1183,58.85,0.0,0,Survivalist
0.0,0.0,0.0,1,3,0.0,8,3,3,2,1651,9,3,125.9,1321,0.0,29,28,0,1,0.0,0,0.0,0,0,0.0,5,1573,0.0,0.0,0.3333333333333333,6,Aggressive
0.0,0.0,0.0,1,1,238.6,1,0,1,29,1100,1,1,13.16,1379,0.0,29,28,0,0,0.0,0,0.0,0,0,933.6,3,1482,0.6429,933.6,0.0,2,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,0,92,0,0,0,0.0,1978,0.0,96,91,1621,0,0.0,0,0.0,0,0,72.83,1,0,0.0,72.83,0.0,0,Survivalist
0.0,0.0,0.0,0,0,86.0,0,0,0,79,1743,0,0,0.0,1409,0.0,98,95,0,0,0.0,0,0.0,0,0,158.1,1,1634,0.2165,158.1,0.0,0,Survivalist
0.0,0.0,0.0,1,5,375.1,2,2,3,5,0,3,2,196.9,1899,0.0,49,46,1500,0,4390.0,0,144.7,0,0,2397.0,6,0,0.8958,6931.7,0.6666666666666666,8,Aggressive
0.0,0.0,0.0,0,0,90.3,0,0,0,40,0,1,1,22.14,1382,0.0,29,29,1437,0,0.0,0,0.0,0,0,352.5,2,0,0.25,352.5,0.0,0,Aggressive
0.0,0.0,0.0,0,1,0.0,0,0,0,60,0,0,0,0.0,1372,0.0,28,27,1480,0,0.0,0,0.0,0,0,1288.0,4,0,0.5926,1288.0,0.0,1,Survivalist
0.0,0.0,0.0,0,0,100.0,1,0,0,35,0,1,1,89.1,1357,0.0,28,28,1421,0,0.0,0,0.0,0,0,620.1,2,0,0.2222,620.1,0.0,0,Aggressive
0.0,0.0,0.0,0,0,29.54,0,0,1,72,0,0,0,0.0,1842,0.0,48,46,1498,0,0.0,0,0.0,0,0,179.4,2,0,0.2128,179.4,0.0,1,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,78,0,0,0,0.0,1422,0.0,27,25,1500,0,0.0,0,0.0,0,0,74.25,2,0,0.1154,74.25,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,56,1193,0,0,0.0,1413,0.0,49,48,0,0,0.0,0,0.0,0,0,1592.0,3,1510,0.625,1592.0,0.0,0,Survivalist
0.0,0.0,0.0,0,2,100.4,0,0,2,26,1277,1,1,17.8,1895,0.0,48,48,0,0,1601.0,0,0.0,0,0,3490.0,4,1516,0.7021,5091.0,0.0,4,Aggressive
0.0,0.0,0.0,0,2,161.5,2,1,0,14,0,2,2,38.73,1330,0.0,29,29,1507,0,0.0,0,0.0,0,0,1534.0,8,0,0.9286,1534.0,0.5,2,Aggressive
0.0,0.0,0.0,0,4,209.8,1,0,8,27,1176,1,1,8.338,1771,0.0,30,27,0,0,4379.0,0,0.0,0,0,2062.0,4,1501,0.7586,6441.0,0.0,12,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,0,92,0,0,0,0.0,1387,0.0,29,28,1333,0,0.0,0,0.0,0,0,113.0,2,0,0.0,113.0,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,86,1019,0,0,0.0,1985,0.0,31,29,0,2,0.0,0,0.0,0,0,179.3,2,1503,0.1,179.3,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,1,63,1000,0,0,0.0,1322,0.0,27,25,0,0,0.0,0,0.0,0,0,1232.0,4,1500,0.4231,1232.0,0.0,1,Survivalist
0.0,0.0,0.0,0,0,200.0,1,0,1,25,1087,2,2,1.691,2108,0.0,48,46,0,0,0.0,0,0.0,0,0,632.6,3,1414,0.4255,632.6,0.0,1,Aggressive
0.0,0.0,0.0,0,5,213.1,2,0,0,12,0,2,1,22.36,1380,0.0,26,24,1500,0,0.0,0,1.373,0,0,3169.0,4,0,0.96,3170.373,0.0,5,Aggressive
0.0,0.0,0.0,0,3,373.4,0,0,3,11,0,2,1,11.68,1398,0.0,91,89,1512,0,0.0,0,89.07,0,0,2217.0,9,0,0.9111,2306.07,0.0,6,Aggressive
0.0,0.0,0.0,0,3,98.0,0,0,0,32,1347,1,1,6.559,1382,0.0,98,97,0,0,0.0,0,0.0,0,0,1820.0,2,1547,0.9897,1820.0,0.0,3,Aggressive
0.0,0.0,0.0,0,1,0.0,0,0,2,18,0,2,1,21.5,1359,0.0,94,92,1496,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,3,Aggressive
0.0,0.0,0.0,0,0,89.6,1,1,1,34,1047,1,1,65.66,1286,0.0,29,28,0,0,0.0,0,0.0,0,0,626.7,4,1482,0.3929,626.7,1.0,1,Aggressive
0.0,0.0,0.0,0,0,63.52,0,0,0,68,1093,0,0,0.0,1381,0.0,47,46,0,0,0.0,0,0.0,0,0,222.0,2,1449,0.3478,222.0,0.0,0,Survivalist
0.0,0.0,0.0,1,1,135.3,1,1,1,41,1173,1,1,44.76,1512,0.0,50,49,0,0,0.0,0,0.0,0,0,370.0,2,1404,0.4286,370.0,1.0,2,Aggressive
0.0,0.0,0.0,1,2,100.0,1,1,0,35,1439,1,1,29.31,1198,0.0,29,29,0,0,0.0,0,0.0,0,0,173.8,4,1573,0.3929,173.8,1.0,2,Aggressive
0.0,0.0,0.0,0,0,30.1,0,0,0,81,0,0,0,0.0,1842,0.0,31,31,1419,0,0.0,0,0.0,0,0,251.3,3,0,0.1667,251.3,0.0,0,Survivalist
0.0,0.0,0.0,0,0,97.07,0,0,0,62,1164,0,0,0.0,1403,0.0,95,94,0,0,0.0,0,0.0,0,0,541.1,2,1487,0.5,541.1,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,94,0,0,0,0.0,1383,0.0,29,27,1401,0,0.0,0,0.0,0,0,17.59,1,0,0.0,17.59,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,81,0,0,0,0.0,2028,0.0,27,26,1315,0,0.0,0,0.0,0,0,959.2,5,0,0.1538,959.2,0.0,0,Survivalist
0.0,0.0,0.0,0,1,154.0,1,0,0,50,1000,0,0,0.0,1424,0.0,28,26,0,0,0.0,0,0.0,0,0,2522.0,6,1500,0.8148,2522.0,0.0,1,Survivalist
0.0,0.0,0.0,0,2,209.1,0,1,0,17,1553,2,1,14.41,1350,0.0,96,92,0,0,0.0,0,0.0,0,0,1011.0,3,1637,0.7158,1011.0,0.5,2,Aggressive
0.0,0.0,0.0,0,0,185.8,2,1,0,15,0,2,1,12.98,1326,0.0,26,26,1515,0,0.0,0,0.0,0,0,164.2,3,0,0.0,164.2,0.5,0,Aggressive
0.0,0.0,0.0,0,1,100.8,1,0,1,28,0,1,1,6.204,1300,0.0,28,28,1486,0,0.0,0,0.0,0,0,2433.0,7,0,0.8148,2433.0,0.0,2,Aggressive
0.0,0.0,0.0,0,0,263.7,2,0,1,20,1000,2,1,5.725,1877,0.0,28,25,0,0,0.0,0,0.0,0,0,172.4,2,1500,0.2963,172.4,0.0,1,Aggressive
0.0,0.0,0.0,1,0,200.6,2,1,9,11,0,3,2,25.3,1478,0.0,27,26,1389,0,811.4,0,48.34,0,0,2219.0,4,0,0.6538,3078.7400000000002,0.3333333333333333,9,Aggressive
0.0,0.0,0.0,0,0,224.5,2,0,0,77,0,0,0,0.0,1397,0.0,26,25,1443,0,0.0,0,0.0,0,0,54.87,1,0,0.24,54.87,0.0,0,Survivalist
0.0,0.0,0.0,1,1,0.0,5,1,3,10,1664,3,1,21.37,1378,0.0,28,27,0,0,0.0,0,0.0,0,0,1271.0,8,1511,0.5926,1271.0,0.3333333333333333,4,Aggressive
0.0,0.0,0.0,0,1,240.3,2,0,0,20,1269,2,1,12.23,1414,0.0,48,47,0,0,0.0,0,0.0,0,0,688.6,3,1473,0.5745,688.6,0.0,1,Aggressive
0.0,0.0,0.0,0,0,43.0,0,0,0,74,1420,0,0,0.0,1310,0.0,27,24,0,0,0.0,0,0.0,0,0,17.63,2,1503,0.2308,17.63,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,69,879,0,0,0.0,1411,0.0,28,28,0,0,0.0,0,0.0,0,0,688.6,8,1387,0.2963,688.6,0.0,0,Survivalist
0.0,0.0,0.0,0,4,201.1,3,1,0,6,1461,3,1,74.06,1371,0.0,27,26,0,0,246.7,0,0.0,0,0,3358.0,4,1551,1.0,3604.7,0.3333333333333333,4,Aggressive
inf,0.0,0.0,0,0,0.0,0,0,1,55,0,0,0,0.0,1361,0.0,89,88,1557,0,0.0,0,0.0,0,0,246.1,3,0,0.5227,246.1,0.0,1,Survivalist
0.0,0.0,0.0,1,2,79.1,0,0,1,45,1607,0,0,0.0,1715,0.0,26,24,0,0,0.0,0,0.0,0,0,1959.0,6,1485,0.76,1959.0,0.0,3,Survivalist
0.0,0.0,0.0,0,3,39.37,1,0,8,26,0,1,1,18.45,1884,0.0,25,23,1501,0,5091.0,0,0.0,0,0,2739.0,4,0,0.7083,7830.0,0.0,11,Aggressive
0.0,0.0,0.0,0,2,20.4,0,0,0,66,1064,0,0,0.0,1273,0.0,100,99,0,0,0.0,0,0.0,0,0,243.9,4,1485,0.4747,243.9,0.0,2,Survivalist
0.0,0.0,0.0,0,2,0.0,0,0,0,51,0,0,0,0.0,1824,0.0,28,26,1458,0,6807.0,0,0.0,0,0,0.0,9,0,0.0,6807.0,0.0,2,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,84,0,0,0,0.0,1874,0.0,27,26,1373,0,0.0,0,0.0,1,0,0.0,0,0,0.0,0.0,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,34,0,0,0,0.0,1891,0.0,28,28,1323,0,2658.0,0,137.2,0,0,4606.0,1,0,0.963,7401.2,0.0,0,Survivalist
0.0,0.0,0.0,1,0,80.75,0,0,2,27,0,1,1,5.978,1866,0.0,47,45,1417,0,466.9,0,0.0,0,0,2265.0,4,0,0.7609,2731.9,0.0,2,Aggressive
0.0,0.0,0.0,0,0,49.0,0,0,0,66,1228,0,0,0.0,1348,0.0,27,27,0,0,0.0,0,0.0,0,0,262.2,7,1466,0.3846,262.2,0.0,0,Survivalist
0.0,0.0,0.0,0,4,33.32,0,0,2,27,0,1,1,33.16,1474,0.0,28,28,1505,0,0.0,0,0.0,0,0,3133.0,9,0,0.7778,3133.0,0.0,6,Aggressive
0.0,0.0,0.0,0,0,186.2,1,0,0,20,0,2,2,6.13,1526,0.0,48,45,1480,0,0.0,0,0.0,0,0,172.3,2,0,0.1277,172.3,0.0,0,Aggressive
0.0,0.0,0.0,0,1,61.6,0,0,1,48,0,0,0,0.0,1357,0.0,31,30,1227,0,47.11,0,0.0,0,0,2215.0,3,0,0.5333,2262.11,0.0,2,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,73,0,0,0,0.0,1351,0.0,92,92,1496,0,0.0,0,0.0,0,0,69.27,2,0,0.2527,69.27,0.0,0,Survivalist
0.0,0.0,0.0,0,0,37.73,0,0,1,67,0,0,0,0.0,1893,0.0,31,30,1441,0,2173.0,0,0.0,0,0,838.0,8,0,0.4,3011.0,0.0,1,Survivalist
0.0,0.0,0.0,0,3,0.0,0,0,0,44,0,0,0,0.0,1924,0.0,27,26,1493,0,989.7,0,5.737,0,0,3150.0,5,0,0.0,4145.437,0.0,3,Survivalist
0.0,0.0,0.0,0,0,60.63,0,0,0,83,0,0,0,0.0,1387,0.0,31,30,1490,0,0.0,0,0.0,0,0,65.07,2,0,0.1333,65.07,0.0,0,Survivalist
0.0,0.0,0.0,0,0,106.3,2,1,0,16,1303,2,1,9.161,1314,0.0,31,29,0,0,0.0,0,0.0,0,0,127.5,2,1447,0.1333,127.5,0.5,0,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,0,93,0,0,0,0.0,1296,0.0,29,28,1487,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0,Survivalist
0.0,0.0,0.0,0,0,154.4,0,0,0,56,1352,0,0,0.0,1891,0.0,28,27,0,0,4147.0,0,0.0,0,0,2425.0,4,1588,0.6667,6572.0,0.0,0,Survivalist
0.0,0.0,0.0,0,2,326.5,0,0,0,12,0,3,2,11.29,1391,0.0,95,95,1500,0,0.0,0,0.0,0,0,132.1,2,0,0.2234,132.1,0.0,2,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,11,43,0,0,0,0.0,1775,0.0,28,28,1359,0,2085.0,0,0.0,0,0,2683.0,6,0,0.6296,4768.0,0.0,11,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,63,975,0,0,0.0,1255,0.0,31,31,0,0,0.0,0,0.0,0,0,214.9,3,1476,0.3667,214.9,0.0,0,Survivalist
0.0,0.0,0.0,0,8,0.0,0,2,0,25,0,1,1,73.93,1915,0.0,93,92,1771,0,6262.0,0,0.0,0,0,0.0,7,0,0.0,6262.0,2.0,8,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,0,69,1075,0,0,0.0,1835,0.0,27,25,0,0,0.0,0,0.0,0,0,268.8,2,1484,0.0385,268.8,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,89,0,0,0,0.0,1870,0.0,48,47,1319,0,0.0,0,0.0,0,0,0.0,0,0,0.0425,0.0,0.0,0,Survivalist
0.0,0.0,0.0,0,1,185.1,0,0,1,34,0,1,1,4.387,1898,0.0,98,96,1606,0,0.0,0,0.0,0,0,319.5,1,0,0.2887,319.5,0.0,2,Aggressive
0.0,0.0,0.0,0,0,195.9,0,1,0,37,1316,1,1,7.685,1458,0.0,94,94,0,0,0.0,0,0.0,0,0,75.35,3,1457,0.2688,75.35,1.0,0,Aggressive
0.0,0.0,0.0,1,0,44.29,1,1,0,37,0,1,1,31.9,1970,0.0,30,29,1484,0,0.0,0,0.0,0,0,184.2,2,0,0.0,184.2,1.0,0,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,0,52,1033,0,0,0.0,1441,0.0,50,49,0,0,665.1,0,7.493,0,0,1363.0,5,1482,0.7551,2035.5929999999998,0.0,0,Survivalist
0.0,0.0,0.0,2,2,135.1,0,0,0,53,1212,0,0,0.0,1791,0.0,47,47,0,0,2429.0,0,0.0,0,0,2387.0,5,1517,0.6087,4816.0,0.0,2,Survivalist
0.0,0.0,0.0,2,5,0.0,1,0,6,10,1613,3,1,73.59,1377,0.0,27,27,0,0,376.7,0,0.0,0,0,2728.0,5,1647,0.0,3104.7,0.0,11,Aggressive
0.0,0.0,0.0,1,0,100.2,0,0,0,89,0,0,0,0.0,2192,0.0,29,28,1437,0,0.0,0,0.0,0,0,83.24,2,0,0.1071,83.24,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,69,0,0,0,0.0,1418,0.0,29,28,1477,0,0.0,0,0.0,0,0,362.9,3,0,0.0,362.9,0.0,0,Survivalist
0.0,0.0,0.0,0,6,124.6,1,0,0,25,1014,1,1,54.94,1291,0.0,29,28,0,0,0.0,0,0.0,0,0,2065.0,7,1478,0.8214,2065.0,0.0,6,Aggressive
0.0,0.0,0.0,0,1,0.0,0,0,1,59,0,0,0,0.0,1409,0.0,31,29,1452,0,0.0,0,0.0,0,0,1408.0,6,0,0.0,1408.0,0.0,2,Survivalist
0.0,0.0,0.0,0,2,0.0,0,0,1,61,0,0,0,0.0,1979,0.0,28,28,1489,0,0.0,0,0.0,0,0,1918.0,4,0,0.0,1918.0,0.0,3,Survivalist
0.0,0.0,0.0,0,0,86.0,0,0,0,65,0,0,0,0.0,1372,0.0,27,26,1528,0,0.0,0,0.0,0,0,6.223,1,0,0.4615,6.223,0.0,0,Survivalist
0.0,0.0,0.0,0,1,82.69,0,0,0,41,1029,0,0,0.0,1360,0.0,25,23,0,1,0.0,0,0.0,0,0,1641.0,5,1509,0.75,1641.0,0.0,1,Survivalist
0.0,0.0,0.0,2,0,206.4,1,0,0,22,0,1,1,47.98,1443,0.0,27,26,1431,0,0.0,0,0.0,0,0,3298.0,3,0,0.8846,3298.0,0.0,0,Aggressive
0.0,0.0,0.0,0,4,166.0,0,0,4,17,1458,2,1,36.04,2026,0.0,94,91,0,0,2691.0,1,0.0,0,0,3912.0,4,1708,0.8602,6603.0,0.0,8,Aggressive
0.0,0.0,0.0,0,2,0.0,0,0,0,54,1326,0,0,0.0,1966,0.0,90,86,0,0,0.0,0,0.0,0,0,1415.0,5,1526,0.5169,1415.0,0.0,2,Survivalist
0.0,0.0,0.0,1,0,158.8,0,0,0,32,0,1,1,6.874,1438,0.0,49,49,1522,0,0.0,0,0.0,0,0,302.5,3,0,0.4167,302.5,0.0,0,Aggressive
0.0,0.0,0.0,0,0,100.0,1,0,0,35,0,1,1,72.87,1355,0.0,27,25,1506,0,0.0,0,0.0,0,0,1028.0,2,0,0.4231,1028.0,0.0,0,Aggressive
0.0,0.0,0.0,0,1,0.0,0,0,1,60,1133,0,0,0.0,1370,0.0,49,48,0,0,0.0,0,0.0,0,0,375.7,2,1484,0.5,375.7,0.0,2,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,90,1000,0,0,0.0,1910,0.0,28,27,0,0,0.0,0,0.0,0,0,29.02,1,1500,0.037,29.02,0.0,0,Survivalist
0.0,0.0,0.0,0,0,224.5,1,2,0,34,0,1,1,18.88,1385,0.0,27,24,1489,0,0.0,0,0.0,0,0,337.8,4,0,0.3846,337.8,2.0,0,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,0,87,0,0,0,0.0,1376,0.0,45,44,1568,0,0.0,0,0.0,0,0,14.75,0,0,0.0,14.75,0.0,0,Survivalist
0.0,0.0,0.0,0,0,0.0,0,0,0,68,0,0,0,0.0,1775,0.0,47,44,1465,0,2378.0,0,0.0,0,0,0.0,4,0,0.0,2378.0,0.0,0,Survivalist
0.0,0.0,0.0,0,0,166.0,2,1,0,18,0,2,2,9.116,1404,0.0,27,25,1409,0,0.0,0,0.0,0,0,348.0,4,0,0.2308,348.0,0.5,0,Aggressive
0.0,0.0,0.0,0,0,0.0,0,0,8,42,0,0,0,0.0,1821,0.0,48,46,1410,0,6367.0,0,0.0,0,0,1946.0,11,0,0.8298,8313.0,0.0,8,Survivalist
